Gene	EnsID	Chromosome	Start	End	band	strand
34980	TRGVA	ENSG00000225992	7	38322446	38322730	p14.1	-1
35008	TRGV8	ENSG00000211696	7	38330343	38330935	p14.1	-1
35000	TRGV7	ENSG00000249978	7	38335041	38335514	p14.1	-1
34981	TRGV6	ENSG00000226212	7	38340700	38340998	p14.1	-1
35001	TRG-AS1	ENSG00000281103	7	38341577	38378804	p14.1	1
34977	TRGV5	ENSG00000211697	7	38343894	38350022	p14.1	-1
34985	TRGV5P	ENSG00000228668	7	38345030	38345499	p14.1	-1
34982	TRGV4	ENSG00000211698	7	38353715	38354517	p14.1	-1
34965	TRGV3	ENSG00000211699	7	38358512	38359162	p14.1	-1
34994	TRGV2	ENSG00000233306	7	38362864	38363518	p14.1	-1
34976	TRGV1	ENSG00000211701	7	38367586	38368169	p14.1	-1
10171	AMPH	ENSG00000078053	7	38383704	38631567	p14.1	-1
2562	RN7SL83P	ENSG00000241756	7	38531042	38531338	p14.1	-1
17165	KRT8P20	ENSG00000227404	7	38655205	38656613	p14.1	1
17218	FAM183B	ENSG00000164556	7	38685346	38687037	p14.1	-1
8804	VPS41	ENSG00000006715	7	38722963	38932394	p14.1	-1
8656	POU6F2	ENSG00000106536	7	38977998	39493095	p14.1	1
8836	POU6F2-AS2	ENSG00000233854	7	38984243	39013551	p14.1	-1
8856	POU6F2-AS1	ENSG00000224122	7	39404598	39406346	p14.1	-1
22352	YAE1D1	ENSG00000241127	7	39566376	39610320	p14.1	1
29845	RALA	ENSG00000006451	7	39623483	39708124	p14.1	1
31187	LINC00265	ENSG00000188185	7	39733632	39793092	p14.1	1
14466	RNU6-719P	ENSG00000252480	7	39768341	39768444	p14.1	1
11811	CICP22	ENSG00000226220	7	39796593	39797911	p14.1	-1
11912	RWDD4P2	ENSG00000175741	7	39854494	39855056	p14.1	-1
3143	RN7SL496P	ENSG00000242855	7	39888375	39888664	p14.1	1
15822	CDK13	ENSG00000065883	7	39950037	40097134	p14.1	1
20595	MPLKIP	ENSG00000168303	7	40126023	40134659	p14.1	-1
9045	SUGCT	ENSG00000175600	7	40134977	40860763	p14.1	1
9033	THUMPD3P1	ENSG00000248711	7	40151613	40154151	p14.1	1
23689	LINC01450	ENSG00000232458	7	40964667	40979939	p14.1	-1
27801	LINC01449	ENSG00000224017	7	41101604	41133507	p14.1	1
30618	INHBA	ENSG00000122641	7	41685114	41703108	p14.1	-1
30604	INHBA-AS1	ENSG00000224116	7	41693916	41779388	p14.1	1
24176	GLI3	ENSG00000106571	7	41960950	42237870	p14.1	-1
24171	HMGN2P30	ENSG00000213721	7	42113365	42113620	p14.1	1
25315	LINC01448	ENSG00000238284	7	42661726	42706447	p14.1	-1
25316	TCP1P1	ENSG00000229161	7	42794906	42802494	p14.1	1
14462	C7orf25	ENSG00000136197	7	42908726	42912305	p14.1	-1
14732	PSMA2	ENSG00000106588	7	42916857	42932223	p14.1	-1
14545	MRPL32	ENSG00000106591	7	42932200	42948958	p14.1	1
30632	HECW1	ENSG00000002746	7	43112599	43566001	p14.1	1
30571	HECW1-IT1	ENSG00000181211	7	43117896	43163187	p14.1	1
4101	MIR3943	ENSG00000264069	7	43150897	43151009	p14.1	1
1986	RNU7-35P	ENSG00000252983	7	43194421	43194482	p14.1	1
5172	RNU6-575P	ENSG00000223258	7	43207762	43207866	p14.1	-1
35127	STK17A	ENSG00000164543	7	43582758	43626786	p13	1
35136	COA1	ENSG00000106603	7	43608456	43729717	p13	-1
10131	BLVRA	ENSG00000106605	7	43758680	43807342	p13	1
18155	MRPS24	ENSG00000062582	7	43866558	43869893	p13	-1
18185	URGCP-MRPS24	ENSG00000270617	7	43866558	43906589	p13	-1
18407	URGCP	ENSG00000106608	7	43875894	43926411	p13	-1
18772	TUBG1P	ENSG00000237972	7	43918697	43920054	p13	1
32756	UBE2D4	ENSG00000078967	7	43926438	43956136	p13	1
32747	POLR2J4	ENSG00000214783	7	43940895	44019175	p13	-1
32712	SPDYE1	ENSG00000136206	7	44000889	44010122	p13	1
16467	RASA4CP	ENSG00000228903	7	44026951	44041892	p13	-1
16472	LINC00957	ENSG00000235314	7	44039171	44042306	p13	1
31091	DBNL	ENSG00000136279	7	44044640	44069456	p13	1
5119	MIR6837	ENSG00000274083	7	44051766	44051829	p13	1
31021	PGAM2	ENSG00000164708	7	44062727	44065587	p13	-1
22186	POLM	ENSG00000122678	7	44072247	44082540	p13	-1
3369	MIR6838	ENSG00000277792	7	44073378	44073433	p13	-1
27588	AEBP1	ENSG00000106624	7	44104361	44114562	p13	1
5934	MIR4649	ENSG00000264652	7	44110849	44110912	p13	1
33616	POLD2	ENSG00000106628	7	44114681	44124358	p13	-1
2143	RNA5SP230	ENSG00000252848	7	44125752	44125873	p13	-1
13779	MYL7	ENSG00000106631	7	44138864	44141332	p13	-1
10479	GCK	ENSG00000106633	7	44144271	44198170	p13	-1
31550	YKT6	ENSG00000106636	7	44200968	44214294	p13	1
14875	CAMK2B	ENSG00000058404	7	44217150	44334577	p13	-1
9917	NUDCD3	ENSG00000015676	7	44379121	44490880	p13	-1
3649	RNU6-1097P	ENSG00000200456	7	44503773	44503879	p13	-1
10270	NPC1L1	ENSG00000015520	7	44512535	44541315	p13	-1
22230	DDX56	ENSG00000136271	7	44565417	44575051	p13	-1
7304	TMED4	ENSG00000158604	7	44577894	44582287	p13	-1
16808	OGDH	ENSG00000105953	7	44606572	44709066	p13	1
33099	ZMIZ2	ENSG00000122515	7	44748581	44769881	p13	1
7978	PPIA	ENSG00000196262	7	44796680	44824564	p13	1
27005	H2AFV	ENSG00000105968	7	44826791	44848083	p13	-1
12111	PURB	ENSG00000146676	7	44876293	44885361	p13	-1
1501	MIR4657	ENSG00000264326	7	44881748	44881800	p13	-1
16449	MYO1G	ENSG00000136286	7	44962662	44979098	p13	-1
31069	SNHG15	ENSG00000232956	7	44983023	44986961	p13	-1
5090	SNORA9	ENSG00000277184	7	44985378	44985510	p13	-1
33593	CCM2	ENSG00000136280	7	44999475	45076469	p13	1
13236	NACAD	ENSG00000136274	7	45080438	45088914	p13	-1
10271	TBRG4	ENSG00000136270	7	45100100	45112047	p13	-1
3976	SNORA5A	ENSG00000206838	7	45104349	45104482	p13	-1
4678	SNORA5C	ENSG00000201772	7	45104906	45105042	p13	-1
1500	SNORA5B	ENSG00000200656	7	45105968	45106099	p13	-1
34284	RAMP3	ENSG00000122679	7	45157791	45186302	p13	1
11564	ELK1P1	ENSG00000234359	7	45391626	45392205	p13	-1
31120	ADCY1	ENSG00000164742	7	45574140	45723116	p12.3	1
32406	SEPT7P2	ENSG00000214765	7	45723780	45768985	p12.3	-1
3187	RNU6-241P	ENSG00000212450	7	45789585	45789688	p12.3	1
25412	CICP20	ENSG00000235955	7	45816216	45819016	p12.3	-1
2978	RNU6-326P	ENSG00000202350	7	45843634	45843740	p12.3	1
10292	IGFBP1	ENSG00000146678	7	45888357	45893668	p12.3	1
15020	IGFBP3	ENSG00000146674	7	45912245	45921874	p12.3	-1
11076	FTLP15	ENSG00000233952	7	45997540	45998071	p12.3	-1
11122	TTC4P1	ENSG00000221971	7	45999621	46000778	p12.3	-1
20833	ZNF619P1	ENSG00000224547	7	46144937	46145688	p12.3	1
20963	HMGN1P19	ENSG00000224519	7	46634614	46634946	p12.3	1
21994	EPS15P1	ENSG00000242948	7	46781373	46783443	p12.3	1
22330	MRPL42P4	ENSG00000242552	7	47026128	47026570	p12.3	-1
15428	TNS3	ENSG00000136205	7	47275154	47582558	p12.3	-1
10198	LINC01447	ENSG00000236078	7	47621939	47629893	p12.3	1
10462	C7orf65	ENSG00000221845	7	47655244	47661648	p12.3	1
29210	HUS1	ENSG00000136273	7	47695730	47979581	p12.3	-1
30568	LINC00525	ENSG00000146666	7	47761476	47766772	p12.3	1
28676	PKD1L1	ENSG00000158683	7	47774652	47948491	p12.3	-1
30569	C7orf69	ENSG00000136275	7	47795291	47819847	p12.3	1
7689	SUN3	ENSG00000164744	7	47987148	48029119	p12.3	-1
33477	C7orf57	ENSG00000164746	7	48035511	48061304	p12.3	1
11337	UPP1	ENSG00000183696	7	48088628	48108733	p12.3	1
7785	ABCA13	ENSG00000179869	7	48171458	48647496	p12.3	1
11590	GDI2P1	ENSG00000229165	7	48902556	48903891	p12.3	-1
11819	CDC14C	ENSG00000218305	7	48919765	48926013	p12.3	1
13079	DDX43P2	ENSG00000270763	7	49258493	49259846	p12.2	-1
16058	VWC2	ENSG00000188730	7	49773661	49921950	p12.2	1
15763	ZPBP	ENSG00000042813	7	49850421	50121329	p12.2	-1
16359	GNL2P1	ENSG00000223893	7	49942251	49944440	p12.2	-1
16356	C7orf72	ENSG00000164500	7	50096036	50159830	p12.2	1
33530	IKZF1	ENSG00000185811	7	50304124	50405101	p12.2	1
1949	RNU6-1091P	ENSG00000200815	7	50435380	50435486	p12.2	1
22891	FIGNL1	ENSG00000132436	7	50444128	50542535	p12.1	-1
11567	DDC	ENSG00000132437	7	50458436	50565457	p12.1	-1
11210	DDC-AS1	ENSG00000226122	7	50531759	50543463	p12.1	1
7439	GRB10	ENSG00000106070	7	50590063	50793462	p12.1	-1
34244	COBL	ENSG00000106078	7	51016212	51316818	p12.1	-1
34243	RPL7L1P2	ENSG00000231490	7	51259429	51260167	p12.1	-1
33664	CICP17	ENSG00000227233	7	51382284	51384660	p12.1	1
14220	ROBO2P1	ENSG00000229478	7	51600286	51600573	p12.1	-1
1835	RN7SL292P	ENSG00000242650	7	51716657	51716922	p12.1	1
27840	SGOL1P2	ENSG00000234304	7	52891837	52897807	p12.1	-1
10519	POM121L12	ENSG00000221900	7	53035642	53036924	p12.1	1
17995	HAUS6P1	ENSG00000227344	7	53187388	53188938	p12.1	1
19684	RNF138P2	ENSG00000271194	7	53316149	53316740	p12.1	1
2365	RNU1-14P	ENSG00000199629	7	53366058	53366209	p12.1	1
783	RN7SKP218	ENSG00000222154	7	53490148	53490439	p12.1	-1
22291	LINC01446	ENSG00000205628	7	53655509	53811931	p12.1	-1
1265	RNU2-29P	ENSG00000222355	7	53776136	53776324	p12.1	1
22289	RAC1P9	ENSG00000271306	7	53779783	53780263	p12.1	1
22364	HAUS6P3	ENSG00000235454	7	53862233	53863339	p12.1	1
22386	HPVC1	ENSG00000280920	7	54201224	54202421	p11.2	1
22421	LINC01445	ENSG00000231427	7	54330697	54349849	p11.2	1
23933	SLC25A5P3	ENSG00000213673	7	54419444	54420328	p11.2	1
25313	VSTM2A	ENSG00000170419	7	54542325	54571080	p11.2	1
25463	VSTM2A-OT1	ENSG00000224223	7	54556970	54571726	p11.2	1
1119	RNU6-1125P	ENSG00000200471	7	54621025	54621131	p11.2	1
8255	RPL31P35	ENSG00000232612	7	54656358	54656734	p11.2	1
10791	SEC61G	ENSG00000132432	7	54752250	54759974	p11.2	-1
14048	EGFR	ENSG00000146648	7	55019021	55256620	p11.2	1
29043	EGFR-AS1	ENSG00000224057	7	55179750	55188934	p11.2	-1
13344	ELDR	ENSG00000280890	7	55235965	55255635	p11.2	-1
6956	CALM1P2	ENSG00000230564	7	55259809	55260256	p11.2	-1
17486	LANCL2	ENSG00000132434	7	55365448	55433742	p11.2	1
17103	VOPP1	ENSG00000154978	7	55436056	55572988	p11.2	-1
16567	CDC42P2	ENSG00000234844	7	55638274	55638842	p11.2	-1
22637	TUBBP6	ENSG00000235207	7	55645620	55646951	p11.2	1
22649	FKBP9P1	ENSG00000176826	7	55681074	55713252	p11.2	-1
1268	RNU6-389P	ENSG00000252857	7	55685977	55686081	p11.2	1
22673	SUMO2P3	ENSG00000224971	7	55732144	55732431	p11.2	1
11733	CICP11	ENSG00000237799	7	55736779	55739605	p11.2	1
15273	PSPHP1	ENSG00000226278	7	55764797	55773288	p11.2	1
2412	RNU6-1126P	ENSG00000206729	7	55789368	55789474	p11.2	1
20897	SEPT14	ENSG00000154997	7	55793544	55862789	p11.2	-1
20937	CICP12	ENSG00000225270	7	55798034	55798876	p11.2	1
16536	ZNF713	ENSG00000178665	7	55887476	55942225	p11.2	1
15283	GBAS	ENSG00000146729	7	55951793	56000181	p11.2	1
16285	MRPS17	ENSG00000239789	7	55951819	55956501	p11.2	1
31571	PSPH	ENSG00000146733	7	56011051	56051604	p11.2	-1
6492	CCT6A	ENSG00000146731	7	56051630	56063989	p11.2	1
873	SNORA15	ENSG00000207168	7	56060470	56060602	p11.2	1
20689	SUMF2	ENSG00000129103	7	56064002	56080670	p11.2	1
18887	PHKG1	ENSG00000164776	7	56080283	56092996	p11.2	-1
29033	CHCHD2	ENSG00000106153	7	56101569	56106576	p11.2	-1
16401	NUPR1L	ENSG00000185290	7	56114681	56116400	p11.2	-1
20825	CCNJP1	ENSG00000227491	7	56228634	56229782	p11.2	-1
2568	RNU6-1335P	ENSG00000202296	7	56340231	56340337	p11.2	-1
20928	CICP8	ENSG00000225371	7	56362458	56365270	p11.2	1
3079	RNU6-1052P	ENSG00000223330	7	56402070	56402173	p11.2	-1
23887	RBM22P3	ENSG00000226485	7	56490682	56491635	p11.2	1
2856	NMD3P2	ENSG00000231504	7	56502284	56503044	p11.2	-1
8901	VN1R25P	ENSG00000224947	7	56559221	56559958	p11.2	1
29270	TRIM60P16	ENSG00000229909	7	56631739	56632727	p11.2	-1
5253	MIR4283-1	ENSG00000264426	7	56955785	56955864	p11.2	-1
33265	TNRC18P3	ENSG00000189166	7	56991888	57009149	p11.2	1
10913	SLC29A4P1	ENSG00000214668	7	57014285	57020273	p11.2	-1
6635	PHKG1P4	ENSG00000229508	7	57060590	57061301	p11.2	-1
9450	ZNF479	ENSG00000185177	7	57119614	57139864	p11.2	-1
11217	MTND4P4	ENSG00000225295	7	57169406	57170771	p11.2	1
11256	MTND5P6	ENSG00000228440	7	57170974	57172771	p11.2	1
13980	GUSBP10	ENSG00000224723	7	57177409	57180052	p11.2	-1
14634	MTND1P4	ENSG00000230764	7	57185788	57186202	p11.2	1
15901	MTND2P6	ENSG00000237309	7	57186412	57187441	p11.2	1
19164	MTND4P5	ENSG00000227584	7	57192694	57194068	p11.2	1
23788	MTND5P7	ENSG00000230531	7	57194257	57196054	p11.2	1
18803	GUSBP12	ENSG00000169325	7	57200825	57203597	p11.2	-1
1529	RNU7-157P	ENSG00000238431	7	57227001	57227066	p11.2	1
1711	MIR3147	ENSG00000266168	7	57405025	57405090	p11.2	1
31593	VN1R28P	ENSG00000227182	7	57422830	57423725	p11.2	-1
31653	SAPCD2P2	ENSG00000235368	7	57424503	57425676	p11.2	1
13731	ZNF716	ENSG00000182111	7	57450177	57473546	p11.2	1
18788	NCOR1P3	ENSG00000233601	7	57599794	57610104	p11.2	1
20601	BSNDP4	ENSG00000229627	7	57638725	57639112	p11.2	1
3350	RNU6-417P	ENSG00000207443	7	63011463	63011569	q11.21	-1
16864	ZNF90P3	ENSG00000233782	7	63087070	63088261	q11.21	-1
31489	SAPCD2P4	ENSG00000234312	7	63113635	63114805	q11.21	-1
8527	PHKG1P1	ENSG00000226075	7	63233035	63234245	q11.21	-1
8531	SEPT7P4	ENSG00000240651	7	63241590	63248321	q11.21	-1
32776	ZNF733P	ENSG00000185037	7	63291518	63304056	q11.21	-1
155	ARAFP3	ENSG00000227298	7	63342711	63343200	q11.21	1
26391	VN1R31P	ENSG00000236284	7	63367427	63368156	q11.21	-1
28592	VN1R32P	ENSG00000230361	7	63377329	63378233	q11.21	1
28613	SLC25A1P2	ENSG00000234467	7	63398046	63398957	q11.21	1
28611	VN1R33P	ENSG00000227426	7	63401385	63402271	q11.21	-1
29049	ARAFP2	ENSG00000224368	7	63404842	63405400	q11.21	-1
12532	ZNF734P	ENSG00000197990	7	63449819	63456687	q11.21	1
13974	SEPT7P5	ENSG00000164740	7	63495799	63502536	q11.21	1
14416	PHKG1P2	ENSG00000228645	7	63509303	63510165	q11.21	1
14436	SLC29A4P2	ENSG00000214660	7	63556598	63562588	q11.21	1
25861	TNRC18P2	ENSG00000223566	7	63567743	63585075	q11.21	-1
14548	MIR4283-2	ENSG00000265214	7	63621090	63621169	q11.21	1
29386	CICP24	ENSG00000271466	7	63768257	63771047	q11.21	-1
15329	NMD3P1	ENSG00000226342	7	63908966	63910453	q11.21	-1
22358	SLC25A1P3	ENSG00000213645	7	63931141	63931968	q11.21	1
22362	VN1R34P	ENSG00000233173	7	63934449	63935331	q11.21	-1
22567	ARAFP1	ENSG00000231264	7	63937905	63938509	q11.21	-1
23183	VN1R35P	ENSG00000228660	7	63963431	63964123	q11.21	-1
24460	VN1R36P	ENSG00000230639	7	63965834	63966124	q11.21	-1
25213	LINC01005	ENSG00000228564	7	64027852	64030105	q11.21	-1
12025	ZNF727	ENSG00000214652	7	64045443	64078549	q11.21	1
17536	TRIM60P17	ENSG00000223558	7	64085560	64086576	q11.21	1
28242	GUSBP6	ENSG00000224458	7	64100305	64150721	q11.21	1
28347	MTND4P2	ENSG00000248704	7	64104093	64105295	q11.21	-1
28349	MTND3P2	ENSG00000230052	7	64105654	64105995	q11.21	-1
27898	MTND2P4	ENSG00000230252	7	64110547	64111550	q11.21	-1
28292	MTND1P2	ENSG00000235646	7	64111752	64112572	q11.21	-1
28233	VN1R37P	ENSG00000213643	7	64149685	64150432	q11.21	-1
26188	VN1R38P	ENSG00000235227	7	64180006	64180892	q11.21	-1
26189	SAPCD2P1	ENSG00000213644	7	64181710	64182893	q11.21	1
3789	ZNF735	ENSG00000223614	7	64207090	64470627	q11.21	1
26298	ZNF679	ENSG00000197123	7	64228474	64266931	q11.21	1
2171	ZNF736	ENSG00000234444	7	64307459	64354860	q11.21	1
232	TRIM60P18	ENSG00000227986	7	64355078	64356199	q11.21	1
5282	YWHAEP1	ENSG00000232727	7	64433830	64434592	q11.21	1
26279	VN1R40P	ENSG00000223845	7	64443802	64444742	q11.21	-1
5103	ZNF680P1	ENSG00000228014	7	64469185	64470653	q11.21	1
33578	HNRNPCP7	ENSG00000228653	7	64500825	64501729	q11.21	1
27063	ZNF680	ENSG00000173041	7	64519884	64563106	q11.21	-1
27058	BNIP3P42	ENSG00000223974	7	64551498	64552066	q11.21	1
25235	ZNF107	ENSG00000196247	7	64666083	64711582	q11.21	1
25227	BNIP3P11	ENSG00000271550	7	64678954	64687393	q11.21	-1
3471	MIR6839	ENSG00000275667	7	64679064	64679176	q11.21	1
26052	ZNF138	ENSG00000197008	7	64794388	64833681	q11.21	1
12495	SEPHS1P1	ENSG00000182722	7	64852397	64853354	q11.21	-1
24368	EEF1DP4	ENSG00000213640	7	64862999	64864370	q11.21	1
24765	ZNF273	ENSG00000198039	7	64870172	64930966	q11.21	1
10996	VN1R42P	ENSG00000223476	7	64933273	64933616	q11.21	1
31173	ZNF117	ENSG00000152926	7	64971776	65006684	q11.21	-1
31169	ERV3-1	ENSG00000213462	7	64990809	65006743	q11.21	-1
567	RNU6-1229P	ENSG00000201165	7	65023204	65023310	q11.21	-1
13668	CCT6P3	ENSG00000234585	7	65038354	65074713	q11.21	1
31704	INTS4P1	ENSG00000164669	7	65141225	65234216	q11.21	1
33295	RSL24D1P3	ENSG00000231556	7	65335174	65335668	q11.21	-1
34255	ZNF92	ENSG00000146757	7	65373799	65401135	q11.21	1
19674	INTS4P2	ENSG00000273024	7	65647864	65715661	q11.21	1
25430	CCT6P1	ENSG00000228409	7	65751142	65763354	q11.21	1
14403	SNORA22	ENSG00000206634	7	65755526	65755659	q11.21	1
2730	RNU6-912P	ENSG00000200670	7	65814672	65814775	q11.21	1
1244	RNU6-973P	ENSG00000201560	7	65859660	65859766	q11.21	-1
12460	VKORC1L1	ENSG00000196715	7	65873267	65959563	q11.21	1
22192	GUSB	ENSG00000169919	7	65960684	65982314	q11.21	-1
32304	ASL	ENSG00000126522	7	66075798	66093558	q11.21	1
7232	CRCP	ENSG00000241258	7	66114604	66154568	q11.21	1
18952	TPST1	ENSG00000169902	7	66205199	66420543	q11.21	1
1055	RNU6-313P	ENSG00000252126	7	66344303	66344414	q11.21	1
18739	LINC00174	ENSG00000179406	7	66376044	66401338	q11.21	-1
4690	RNU6-96P	ENSG00000222364	7	66395191	66395286	q11.21	1
18128	SKP1P1	ENSG00000231234	7	66423405	66423893	q11.21	-1
12253	SAPCD2P3	ENSG00000232491	7	66556216	66557065	q11.21	1
15471	RPL35P5	ENSG00000225573	7	66606738	66607107	q11.21	-1
18840	KCTD7	ENSG00000243335	7	66628881	66811187	q11.21	1
17158	RABGEF1	ENSG00000154710	7	66682164	66811464	q11.21	1
16899	GTF2IRD1P1	ENSG00000230583	7	66809993	66844826	q11.21	-1
5846	RNU6-1254P	ENSG00000212568	7	66891188	66891291	q11.21	1
26306	TMEM248	ENSG00000106609	7	66921225	66958551	q11.21	1
1759	RN7SL43P	ENSG00000275878	7	66980120	66980410	q11.21	1
23084	SBDS	ENSG00000126524	7	66987677	66995601	q11.21	-1
21883	TYW1	ENSG00000198874	7	66995173	67239519	q11.21	1
4851	MIR4650-1	ENSG00000266525	7	67114322	67114397	q11.21	-1
23186	SPDYE21P	ENSG00000230358	7	67279778	67286230	q11.21	1
23811	PMS2P4	ENSG00000067601	7	67295608	67302907	q11.21	-1
23781	STAG3L4	ENSG00000106610	7	67302621	67321526	q11.21	1
27365	LINC01372	ENSG00000235475	7	67335976	67340024	q11.21	1
27604	MTND4P3	ENSG00000225959	7	68266319	68266859	q11.22	-1
3631	RNA5SP231	ENSG00000222428	7	68723911	68724048	q11.22	-1
1889	RNU6-832P	ENSG00000200189	7	69125270	69125376	q11.22	1
3838	RNU6-229P	ENSG00000252423	7	69401202	69401303	q11.22	-1
28164	AUTS2	ENSG00000158321	7	69598919	70793068	q11.22	1
6763	WBSCR17	ENSG00000185274	7	71132169	71713600	q11.22	1
2008	MIR3914-2	ENSG00000265878	7	71307672	71307770	q11.22	-1
2009	MIR3914-1	ENSG00000265878	7	71307672	71307770	q11.22	-1
2929	RN7SKP75	ENSG00000199940	7	71685452	71685747	q11.22	-1
13591	CALN1	ENSG00000183166	7	71779491	72447151	q11.22	-1
1031	RNA5SP232	ENSG00000201014	7	71913738	71913856	q11.22	-1
15775	ABCF2P2	ENSG00000228769	7	72103181	72104209	q11.22	1
18225	TYW1B	ENSG00000277149	7	72558744	72828198	q11.23	-1
840	MIR4650-2	ENSG00000264494	7	72697903	72697978	q11.22	1
1648	RN7SL377P	ENSG00000266569	7	72822894	72823171	q11.23	-1
14207	SBDSP1	ENSG00000225648	7	72829425	72836701	q11.23	1
4452	RN7SL625P	ENSG00000274656	7	72841437	72841727	q11.23	-1
23591	SPDYE7P	ENSG00000179994	7	72862757	72870510	q11.23	-1
850	POM121	ENSG00000196313	7	72879365	72951440	q11.23	1
26779	NSUN5P2	ENSG00000106133	7	72947581	72954790	q11.23	-1
29403	TRIM74	ENSG00000155428	7	72959485	72969466	q11.23	-1
33740	STAG3L3	ENSG00000174353	7	72969696	73005922	q11.23	-1
33762	PMS2P7	ENSG00000229018	7	73005541	73021103	q11.23	1
33760	SPDYE8P	ENSG00000273520	7	73020338	73029766	q11.23	-1
16011	SPDYE11	ENSG00000275976	7	73048055	73057911	q11.23	-1
16155	SPDYE9P	ENSG00000262461	7	73076165	73086038	q11.23	-1
19110	SPDYE10P	ENSG00000274570	7	73104201	73111140	q11.23	-1
21535	PHBP5	ENSG00000233523	7	73187969	73188736	q11.23	-1
23138	NCF1B	ENSG00000182487	7	73220624	73235945	q11.23	1
21403	GTF2IRD2P1	ENSG00000214544	7	73242751	73280119	q11.23	-1
258	POM121B	ENSG00000205578	7	73293497	73301161	q11.23	1
19886	NSUN5	ENSG00000130305	7	73302517	73308867	q11.23	-1
32672	TRIM50	ENSG00000146755	7	73312539	73328082	q11.23	-1
8884	FKBP6	ENSG00000077800	7	73328164	73358637	q11.23	1
569	RNU6-1080P	ENSG00000206709	7	73339094	73339200	q11.23	-1
20294	FZD9	ENSG00000188763	7	73433783	73436120	q11.23	1
28758	BAZ1B	ENSG00000009954	7	73440398	73522278	q11.23	-1
14460	RNU6-1198P	ENSG00000252713	7	73507208	73507274	q11.23	1
16772	BCL7B	ENSG00000106635	7	73536356	73558002	q11.23	-1
16600	TBL2	ENSG00000106638	7	73568932	73578791	q11.23	-1
27237	MLXIPL	ENSG00000009950	7	73593194	73624543	q11.23	-1
33040	VPS37D	ENSG00000176428	7	73667825	73672112	q11.23	1
13643	DNAJC30	ENSG00000176410	7	73680969	73683453	q11.23	-1
7633	WBSCR22	ENSG00000071462	7	73683025	73705161	q11.23	1
13704	STX1A	ENSG00000106089	7	73699206	73719672	q11.23	-1
1746	MIR4284	ENSG00000265724	7	73711317	73711397	q11.23	1
4332	RN7SL265P	ENSG00000241709	7	73732569	73732868	q11.23	-1
15686	ABHD11-AS1	ENSG00000225969	7	73735038	73736054	q11.23	1
6959	ABHD11	ENSG00000106077	7	73736094	73738867	q11.23	-1
16861	CLDN3	ENSG00000165215	7	73768997	73770270	q11.23	-1
13882	CLDN4	ENSG00000189143	7	73799542	73832693	q11.23	1
21944	WBSCR27	ENSG00000165171	7	73834590	73842535	q11.23	-1
32265	WBSCR28	ENSG00000175877	7	73861159	73865893	q11.23	1
11322	ELN	ENSG00000049540	7	74027789	74069907	q11.23	1
8317	LIMK1	ENSG00000106683	7	74082933	74122525	q11.23	1
22323	EIF4H	ENSG00000106682	7	74174245	74197101	q11.23	1
1671	MIR590	ENSG00000207741	7	74191198	74191294	q11.23	1
11089	LAT2	ENSG00000086730	7	74199652	74229834	q11.23	1
16090	RFC2	ENSG00000049541	7	74231499	74254458	q11.23	-1
20762	CLIP2	ENSG00000106665	7	74289475	74405943	q11.23	1
20149	GTF2IRD1	ENSG00000006704	7	74453790	74602604	q11.23	1
14449	RNA5SP233	ENSG00000238391	7	74487428	74487540	q11.23	-1
23270	GTF2I	ENSG00000263001	7	74657667	74760692	q11.23	1
15450	PHBP15	ENSG00000262648	7	74741457	74742121	q11.23	-1
10397	NCF1	ENSG00000158517	7	74773962	74789315	q11.23	1
16370	GTF2IRD2	ENSG00000196275	7	74796144	74851551	q11.23	-1
26311	STAG3L2	ENSG00000277072	7	74882163	74890610	q11.23	-1
18341	PMS2P5	ENSG00000123965	7	74894116	74897835	q11.23	1
30351	SPDYE12P	ENSG00000184616	7	74906673	74913256	q11.23	-1
31347	GATSL2	ENSG00000274070	7	74964818	75024798	q11.23	1
4662	WBSCR16	ENSG00000274523	7	75027122	75074228	q11.23	-1
9821	GTF2IRD2B	ENSG00000174428	7	75092573	75149817	q11.23	1
11512	NCF1C	ENSG00000165178	7	75156639	75172044	q11.23	-1
26290	GTF2IP1	ENSG00000277053	7	75185385	75237696	q11.23	-1
26534	PHBP6	ENSG00000276592	7	75203926	75204711	q11.23	1
17574	SPDYE13P	ENSG00000274959	7	75281267	75287118	q11.23	1
17575	PMS2P10	ENSG00000276840	7	75288120	75299795	q11.23	-1
18525	SPDYE14P	ENSG00000278807	7	75309144	75315046	q11.23	1
19062	PMS2P6	ENSG00000273598	7	75316048	75327765	q11.23	-1
25406	SPDYE15P	ENSG00000278080	7	75337162	75343013	q11.23	1
26904	PMS2P2	ENSG00000278416	7	75344015	75359550	q11.23	-1
26197	STAG3L1	ENSG00000205583	7	75359194	75395383	q11.23	1
26660	TRIM73	ENSG00000178809	7	75395063	75410996	q11.23	1
26685	NSUN5P1	ENSG00000223705	7	75410322	75416787	q11.23	1
26219	POM121C	ENSG00000272391	7	75416787	75486271	q11.23	-1
17059	SPDYE5	ENSG00000170092	7	75493625	75504304	q11.23	1
16932	PMS2P3	ENSG00000127957	7	75502930	75528148	q11.23	-1
19591	HIP1	ENSG00000127946	7	75533300	75738962	q11.23	-1
19322	CCL26	ENSG00000006606	7	75769533	75789896	q11.23	-1
22156	CCL24	ENSG00000106178	7	75811665	75823356	q11.23	-1
